doc_created_utc_milli,event,class
2018-05-22 15:42:34.908000+02:00,"[[0.9475761, 0.9558146, 1.004272, 0.9985596, 0.3724695, 0.9758952, 1.001017, 1.000815], [0.9475761, 0.9558146, 1.004272, 0.9985596, 0.3724695, 0.9758952, 1.001017, 1.000815], [0.9475761, 0.9558146, 1.004272, 0.9985596, 0.3724695, 0.9758952, 1.001017, 1.000815], [0.105424, 0.9483956, 0.9971663, 0.9957428, 0.0438982, 0.9748304, 0.9650293, 0.9648691], [0.105424, 0.9483956, 0.9971663, 0.9957428, 0.0438982, 0.9748304, 0.9650293, 0.9648691], [0.009922263, 0.9329394, 0.1247445, 0.996447, 0.009976863, 0.9732332, 0.9849172, 0.986153], [0.009922263, 0.9329394, 0.1247445, 0.996447, 0.009976863, 0.9732332, 0.9849172, 0.986153], [0.009922263, 0.9329394, 0.1247445, 0.996447, 0.009976863, 0.9732332, 0.9849172, 0.986153], [0.007441697, 0.6250508, 0.09316359, 0.9915176, 0.008646614, 0.9732332, 0.9868113, 0.9885179], [0.007441697, 0.6250508, 0.09316359, 0.9915176, 0.008646614, 0.9732332, 0.9868113, 0.9885179], [0.006821556, 0.06491626, 0.07895219, 0.9922217, 0.007981491, 0.971636, 0.9697646, 0.9695989], [0.006821556, 0.06491626, 0.07895219, 0.9922217, 0.007981491, 0.971636, 0.9697646, 0.9695989], [0.006821556, 0.06491626, 0.07895219, 0.9922217, 0.007981491, 0.971636, 0.9697646, 0.9695989], [0.006201415, 0.01669275, 0.07026745, 0.9915176, 0.005986118, 0.9700388, 0.9887053, 0.9880449], [0.006201415, 0.01669275, 0.07026745, 0.9915176, 0.005986118, 0.9700388, 0.9887053, 0.9880449], [0.009302121, 0.014838, 0.06789888, 0.9922217, 0.005986118, 0.9631175, 0.9778144, 0.9776394], [0.009302121, 0.014838, 0.06789888, 0.9922217, 0.005986118, 0.9631175, 0.9778144, 0.9776394], [0.009302121, 0.014838, 0.06789888, 0.9922217, 0.005986118, 0.9631175, 0.9778144, 0.9776394], [0.7553322, 0.006800751, 0.06553032, 0.9887008, 0.007316366, 0.01171287, 1.06068, 1.059464], [0.7553322, 0.006800751, 0.06553032, 0.9887008, 0.007316366, 0.01171287, 1.06068, 1.059464], [0.8061839, 0.006182501, 0.03315992, 0.9858839, 1.20587, 0.00479163, 0.953665, 0.9558826], [0.8061839, 0.006182501, 0.03315992, 0.9858839, 1.20587, 0.00479163, 0.953665, 0.9558826], [0.8061839, 0.006182501, 0.03315992, 0.9858839, 1.20587, 0.00479163, 0.953665, 0.9558826], [0.6697527, 0.05378776, 0.008684741, 0.9739125, 1.237131, 0.02236094, 0.026517, 0.9729097], [0.6697527, 0.05378776, 0.008684741, 0.9739125, 1.237131, 0.02236094, 0.026517, 0.9729097], [0.6387457, 0.05564251, 0.006316175, 0.03732275, 1.237796, 0.9753629, 0.01183795, 0.5391915], [0.6387457, 0.05564251, 0.006316175, 0.03732275, 1.237796, 0.9753629, 0.01183795, 0.5391915], [0.6387457, 0.05564251, 0.006316175, 0.03732275, 1.237796, 0.9753629, 0.01183795, 0.5391915], [0.741069, 0.05193301, 0.03315992, 0.007746232, 1.259745, 0.996659, 0.9707116, 0.02175685], [0.741069, 0.05193301, 0.03315992, 0.007746232, 1.259745, 0.996659, 0.9707116, 0.02175685], [0.8440125, 0.08531851, 0.08763694, 0.9879966, 1.237131, 0.9780249, 1.057365, 1.056153], [0.8440125, 0.08531851, 0.08763694, 0.9879966, 1.237131, 0.9780249, 1.057365, 1.056153], [0.8440125, 0.08531851, 0.08763694, 0.9879966, 1.237131, 0.9780249, 1.057365, 1.056153], [0.9767227, 0.9700344, 0.9971663, 0.9943344, 1.239126, 0.9801544, 1.058786, 1.057572], [0.9767227, 0.9700344, 0.9971663, 0.9943344, 1.239126, 0.9801544, 1.058786, 1.057572], [1.004629, 1.000329, 1.001903, 0.9992639, 1.235801, 0.9774924, 1.058786, 1.057572], [1.004629, 1.000329, 1.001903, 0.9992639, 1.235801, 0.9774924, 1.058786, 1.057572], [1.004629, 1.000329, 1.001903, 0.9992639, 1.235801, 0.9774924, 1.058786, 1.057572], [0.9854048, 0.9805447, 0.9987453, 0.9971512, 1.239126, 0.9806869, 1.058786, 1.057572], [0.9854048, 0.9805447, 0.9987453, 0.9971512, 1.239126, 0.9806869, 1.058786, 1.057572], [0.9798235, 0.9731256, 0.9924291, 0.9943344, 1.237131, 0.9796221, 1.06068, 1.059464], [0.9798235, 0.9731256, 0.9924291, 0.9943344, 1.237131, 0.9796221, 1.06068, 1.059464], [0.9798235, 0.9731256, 0.9924291, 0.9943344, 1.237131, 0.9796221, 1.06068, 1.059464], [0.9680408, 0.9607607, 0.9900605, 0.9922217, 1.235801, 0.9785572, 1.060207, 1.058991], [0.9680408, 0.9607607, 0.9900605, 0.9922217, 1.235801, 0.9785572, 1.060207, 1.058991], [0.9804436, 0.9768352, 1.005061, 1.000672, 1.236466, 0.9780249, 1.056892, 1.05568], [0.9804436, 0.9768352, 1.005061, 1.000672, 1.236466, 0.9780249, 1.056892, 1.05568], [0.9804436, 0.9768352, 1.005061, 1.000672, 1.236466, 0.9780249, 1.056892, 1.05568], [0.9810637, 0.9755987, 0.9987453, 0.9957428, 1.239792, 0.9806869, 1.058312, 1.057099], [0.9810637, 0.9755987, 0.9987453, 0.9957428, 1.239792, 0.9806869, 1.058312, 1.057099], [1.019513, 1.015785, 1.004272, 0.9992639, 1.243117, 0.9833489, 1.055945, 1.054734], [1.019513, 1.015785, 1.004272, 0.9992639, 1.243117, 0.9833489, 1.055945, 1.054734], [1.019513, 1.015785, 1.004272, 0.9992639, 1.243117, 0.9833489, 1.055945, 1.054734], [0.982304, 0.9768352, 0.9987453, 0.9971512, 1.236466, 0.9785572, 1.057839, 1.056626], [0.982304, 0.9768352, 0.9987453, 0.9971512, 1.236466, 0.9785572, 1.057839, 1.056626], [1.028194, 1.02444, 1.004272, 1.000672, 1.242452, 0.9828165, 1.056892, 1.05568], [1.028194, 1.02444, 1.004272, 1.000672, 1.242452, 0.9828165, 1.056892, 1.05568], [0.9680408, 0.9626154, 0.9971663, 0.9971512, 1.237796, 0.9796221, 1.054524, 1.053316], [0.9680408, 0.9626154, 0.9971663, 0.9971512, 1.237796, 0.9796221, 1.054524, 1.053316], [0.9680408, 0.9626154, 0.9971663, 0.9971512, 1.237796, 0.9796221, 1.054524, 1.053316], [0.9649401, 0.9570512, 0.9900605, 0.9943344, 1.236466, 0.9790896, 1.058312, 1.057099], [0.9649401, 0.9570512, 0.9900605, 0.9943344, 1.236466, 0.9790896, 1.058312, 1.057099], [0.973622, 0.9675614, 0.9947976, 0.9971512, 1.237796, 0.9801544, 1.057839, 1.056626], [0.973622, 0.9675614, 0.9947976, 0.9971512, 1.237796, 0.9801544, 1.057839, 1.056626], [0.973622, 0.9675614, 0.9947976, 0.9971512, 1.237796, 0.9801544, 1.057839, 1.056626], [0.9798235, 0.9737439, 0.9940082, 0.9971512, 1.242452, 0.974298, 1.057839, 1.056153], [0.9798235, 0.9737439, 0.9940082, 0.9971512, 1.242452, 0.974298, 1.057839, 1.056153], [1.025094, 1.021349, 1.004272, 1.002081, 1.245112, 0.9844137, 1.055471, 1.054261], [1.025094, 1.021349, 1.004272, 1.002081, 1.245112, 0.9844137, 1.055471, 1.054261], [1.025094, 1.021349, 1.004272, 1.002081, 1.245112, 0.9844137, 1.055471, 1.054261], [1.038117, 1.034951, 1.000324, 1.002081, 1.239792, 0.9812193, 1.038898, 1.03818], [1.038117, 1.034951, 1.000324, 1.002081, 1.239792, 0.9812193, 1.038898, 1.03818], [1.025094, 1.021349, 0.9963767, 1.000672, 1.241787, 0.9828165, 1.055945, 1.054734], [1.025094, 1.021349, 0.9963767, 1.000672, 1.241787, 0.9828165, 1.055945, 1.054734], [1.025094, 1.021349, 0.9963767, 1.000672, 1.241787, 0.9828165, 1.055945, 1.054734], [0.9686609, 0.9638519, 0.9916395, 0.996447, 1.237796, 0.9812193, 1.055471, 1.054261], [0.9686609, 0.9638519, 0.9916395, 0.996447, 1.237796, 0.9812193, 1.055471, 1.054261], [1.041838, 1.039278, 1.004272, 1.004193, 1.244447, 0.9849461, 1.050263, 1.049059], [1.041838, 1.039278, 1.004272, 1.004193, 1.244447, 0.9849461, 1.050263, 1.049059], [1.041838, 1.039278, 1.00664, 0.9992639, 1.23314, 0.9785572, 1.049316, 1.048113], [0.9668005, 0.9675614, 1.00664, 0.9992639, 1.23314, 0.9785572, 1.049316, 1.048113], [0.9668005, 0.9675614, 1.00664, 0.9992639, 1.23314, 0.9785572, 1.049316, 1.048113], [0.9264913, 0.961379, 0.9995348, 0.9950386, 1.278369, 1.022214, 1.029901, 1.03014], [0.9264913, 0.961379, 0.9995348, 0.9950386, 1.278369, 1.022214, 1.029901, 1.03014], [0.8998252, 0.9675614, 1.005061, 0.9985596, 1.318276, 1.055223, 0.9953345, 0.9998693], [0.8998252, 0.9675614, 1.005061, 0.9985596, 1.318276, 1.055223, 0.9953345, 0.9998693], [0.8998252, 0.9675614, 1.005061, 0.9985596, 1.318276, 1.055223, 0.9953345, 0.9998693], [0.9271114, 0.9558146, 0.9987453, 0.9985596, 1.255089, 1.00571, 1.029901, 1.032032], [0.9271114, 0.9558146, 0.9987453, 0.9985596, 1.255089, 1.00571, 1.029901, 1.032032], [0.9407545, 0.9539599, 0.9924291, 0.9950386, 1.31229, 1.050432, 0.9977021, 1.000815], [0.9407545, 0.9539599, 0.9924291, 0.9950386, 1.31229, 1.050432, 0.9977021, 1.000815], [0.9407545, 0.9539599, 0.9924291, 0.9950386, 1.31229, 1.050432, 0.9977021, 1.000815], [0.9413747, 0.9514869, 0.9900605, 0.9943344, 1.344881, 1.076519, 0.968344, 0.9686529], [0.9413747, 0.9514869, 0.9900605, 0.9943344, 1.344881, 1.076519, 0.968344, 0.9686529], [0.9512969, 0.9626154, 1.002693, 0.9985596, 1.332244, 1.066404, 0.9877583, 0.9932476], [0.9512969, 0.9626154, 1.002693, 0.9985596, 1.332244, 1.066404, 0.9877583, 0.9932476], [0.9512969, 0.9626154, 1.002693, 0.9985596, 1.332244, 1.066404, 0.9877583, 0.9932476], [0.9512969, 0.9601424, 0.9987453, 0.9971512, 1.330914, 1.065339, 1.00954, 1.015005], [0.9512969, 0.9601424, 0.9987453, 0.9971512, 1.330914, 1.065339, 1.00954, 1.015005], [0.956258, 0.9626154, 1.004272, 0.9992639, 1.219838, 0.9764277, 1.036057, 1.035342]]",b
2018-05-22 15:42:41.664000+02:00,"[[0.02438468, 0.9864037, 0.9979962, 0.9987678, 0.02928068, 1.002443, 0.9666206, 0.9675632], [0.02438468, 0.9864037, 0.9979962, 0.9987678, 0.02928068, 1.002443, 0.9666206, 0.9675632], [0.02528781, 0.9895918, 1.004308, 1.000884, 0.02851014, 1.002443, 0.9597228, 0.9615906], [0.02528781, 0.9895918, 1.004308, 1.000884, 0.02851014, 1.002443, 0.9597228, 0.9615906], [0.02528781, 0.9895918, 1.004308, 1.000884, 0.02851014, 1.002443, 0.9597228, 0.9615906], [0.0225784, 0.9844908, 0.9979962, 0.9980624, 0.02542796, 1.00299, 0.9569636, 0.9579151], [0.0225784, 0.9844908, 0.9979962, 0.9980624, 0.02542796, 1.00299, 0.9569636, 0.9579151], [0.02528781, 0.9883165, 1.001941, 0.9973572, 0.02696905, 1.003537, 1.030081, 1.029127], [0.02528781, 0.9883165, 1.001941, 0.9973572, 0.02696905, 1.003537, 1.030081, 1.029127], [0.02438468, 0.9838531, 0.9956295, 0.9938304, 0.02619851, 1.00463, 1.031461, 1.030505], [0.02438468, 0.9838531, 0.9956295, 0.9938304, 0.02619851, 1.00463, 1.031461, 1.030505], [0.02438468, 0.9838531, 0.9956295, 0.9938304, 0.02619851, 1.00463, 1.031461, 1.030505], [0.0225784, 0.3124355, 0.9853734, 0.9924197, 0.02388687, 0.7858758, 1.03238, 1.031424], [0.0225784, 0.3124355, 0.9853734, 0.9924197, 0.02388687, 0.7858758, 1.03238, 1.031424], [1.383605, 0.01721584, 0.9845844, 0.9945357, 1.414719, 0.01476593, 0.9417884, 0.9432133], [1.383605, 0.01721584, 0.9845844, 0.9945357, 1.414719, 0.01476593, 0.9417884, 0.9432133], [1.383605, 0.01721584, 0.9845844, 0.9945357, 1.414719, 0.01476593, 0.9417884, 0.9432133], [1.404377, 0.02614256, 0.01735646, 0.9881876, 1.438606, 0.02679744, 0.02345274, 0.9468887], [1.404377, 0.02614256, 0.01735646, 0.9881876, 1.438606, 0.02679744, 0.02345274, 0.9468887], [1.416118, 0.9934175, 0.02209003, 0.9557418, 1.437065, 1.001349, 0.01333587, 0.9308086], [1.416118, 0.9934175, 0.02209003, 0.9557418, 1.437065, 1.001349, 0.01333587, 0.9308086], [1.416118, 0.9934175, 0.02209003, 0.9557418, 1.437065, 1.001349, 0.01333587, 0.9308086], [1.384508, 0.9749264, 0.9940516, 0.01974964, 1.461722, 1.024318, 0.9440877, 0.01516125], [1.384508, 0.9749264, 0.9940516, 0.01974964, 1.461722, 1.024318, 0.9440877, 0.01516125], [1.481143, 1.044427, 0.9956295, 1.000884, 1.444771, 1.013381, 1.025942, 1.024992], [1.481143, 1.044427, 0.9956295, 1.000884, 1.444771, 1.013381, 1.025942, 1.024992], [1.481143, 1.044427, 0.9956295, 1.000884, 1.444771, 1.013381, 1.025942, 1.024992], [1.417924, 0.9972432, 0.990107, 0.9987678, 1.437836, 1.009005, 1.018125, 1.017641], [1.417924, 0.9972432, 0.990107, 0.9987678, 1.437836, 1.009005, 1.018125, 1.017641], [1.471209, 1.038051, 0.9972074, 1.003705, 1.433212, 0.9936926, 1.006168, 1.006155], [1.471209, 1.038051, 0.9972074, 1.003705, 1.433212, 0.9936926, 1.006168, 1.006155], [1.515462, 1.069932, 0.9987852, 1.004411, 1.443229, 1.01174, 1.021344, 1.020398], [1.515462, 1.069932, 0.9987852, 1.004411, 1.443229, 1.01174, 1.021344, 1.020398], [1.515462, 1.069932, 0.9987852, 1.004411, 1.443229, 1.01174, 1.021344, 1.020398], [1.450437, 1.023386, 1.000363, 1.004411, 1.435524, 1.007365, 1.015366, 1.014425], [1.450437, 1.023386, 1.000363, 1.004411, 1.435524, 1.007365, 1.015366, 1.014425], [1.521785, 1.074396, 1.004308, 1.005821, 1.443229, 1.011193, 1.021344, 1.020398], [1.521785, 1.074396, 1.004308, 1.005821, 1.443229, 1.011193, 1.021344, 1.020398], [1.521785, 1.074396, 1.004308, 1.005821, 1.443229, 1.011193, 1.021344, 1.020398], [1.516366, 1.07057, 1.000363, 1.005116, 1.442459, 1.011193, 1.010767, 1.01029], [1.516366, 1.07057, 1.000363, 1.005116, 1.442459, 1.011193, 1.010767, 1.01029], [1.447727, 1.020198, 0.9948405, 1.000178, 1.440918, 1.010646, 1.013066, 1.012128], [1.447727, 1.020198, 0.9948405, 1.000178, 1.440918, 1.010646, 1.013066, 1.012128], [1.447727, 1.020198, 0.9948405, 1.000178, 1.440918, 1.010646, 1.013066, 1.012128], [1.408893, 0.9915046, 0.9893181, 0.9973572, 1.437836, 1.009005, 1.010307, 1.009831], [1.408893, 0.9915046, 0.9893181, 0.9973572, 1.437836, 1.009005, 1.010307, 1.009831], [1.522688, 1.075033, 1.003519, 1.005821, 1.440147, 1.009552, 1.009387, 1.008912], [1.522688, 1.075033, 1.003519, 1.005821, 1.440147, 1.009552, 1.009387, 1.008912], [1.522688, 1.075033, 1.003519, 1.005821, 1.440147, 1.009552, 1.009387, 1.008912], [1.518172, 1.071845, 1.000363, 1.004411, 1.441688, 1.010646, 1.016285, 1.016263], [1.518172, 1.071845, 1.000363, 1.004411, 1.441688, 1.010646, 1.016285, 1.016263], [1.524494, 1.076309, 1.005097, 1.006527, 1.442459, 1.010646, 1.004789, 1.004777], [1.524494, 1.076309, 1.005097, 1.006527, 1.442459, 1.010646, 1.004789, 1.004777], [1.524494, 1.076309, 1.005097, 1.006527, 1.442459, 1.010646, 1.004789, 1.004777], [1.514559, 1.069295, 1.000363, 1.005116, 1.440918, 1.009552, 1.006628, 1.006155], [1.514559, 1.069295, 1.000363, 1.005116, 1.440918, 1.009552, 1.006628, 1.006155], [1.474821, 1.039964, 0.9964184, 1.003, 1.437836, 1.008459, 1.013066, 1.012587], [1.474821, 1.039964, 0.9964184, 1.003, 1.437836, 1.008459, 1.013066, 1.012587], [1.445921, 1.01956, 0.9956295, 1.003, 1.436295, 1.007365, 1.008468, 1.007993], [1.445921, 1.01956, 0.9956295, 1.003, 1.436295, 1.007365, 1.008468, 1.007993], [1.445921, 1.01956, 0.9956295, 1.003, 1.436295, 1.007365, 1.008468, 1.007993], [1.442309, 1.015734, 0.9940516, 1.000178, 1.439377, 1.010099, 1.013066, 1.012128], [1.442309, 1.015734, 0.9940516, 1.000178, 1.439377, 1.010099, 1.013066, 1.012128], [1.520881, 1.073758, 1.004308, 1.005821, 1.447082, 1.013927, 1.013066, 1.013047], [1.520881, 1.073758, 1.004308, 1.005821, 1.447082, 1.013927, 1.013066, 1.013047], [1.520881, 1.073758, 1.004308, 1.005821, 1.447082, 1.013927, 1.013066, 1.013047], [1.508237, 1.064831, 1.000363, 1.005116, 1.440147, 1.009552, 1.010767, 1.01029], [1.508237, 1.064831, 1.000363, 1.005116, 1.440147, 1.009552, 1.010767, 1.01029], [1.524494, 1.076309, 1.005097, 1.005821, 1.443229, 1.01174, 0.9974312, 0.9974262], [1.524494, 1.076309, 1.005097, 1.005821, 1.443229, 1.01174, 0.9974312, 0.9974262], [1.524494, 1.076309, 1.005097, 1.005821, 1.443229, 1.01174, 0.9974312, 0.9974262], [1.514559, 1.069295, 0.9995741, 1.005116, 1.439377, 1.009552, 1.012607, 1.012128], [1.514559, 1.069295, 0.9995741, 1.005116, 1.439377, 1.009552, 1.012607, 1.012128], [1.463081, 1.031037, 0.9948405, 1.002295, 1.437836, 1.008459, 1.009387, 1.009372], [1.463081, 1.031037, 0.9948405, 1.002295, 1.437836, 1.008459, 1.009387, 1.009372], [1.463081, 1.031037, 0.9948405, 1.002295, 1.437836, 1.008459, 1.009387, 1.009372], [1.408893, 0.990867, 0.990107, 0.9980624, 1.433983, 1.006818, 1.017665, 1.017182], [1.408893, 0.990867, 0.990107, 0.9980624, 1.433983, 1.006818, 1.017665, 1.017182], [1.522688, 1.075033, 1.003519, 1.005821, 1.447082, 1.013927, 1.018585, 1.017641], [1.522688, 1.075033, 1.003519, 1.005821, 1.447082, 1.013927, 1.018585, 1.017641], [1.522688, 1.075033, 1.003519, 1.005821, 1.447082, 1.013927, 1.018585, 1.017641], [1.516366, 1.07057, 1.000363, 1.005116, 1.443229, 1.012287, 1.008468, 1.007534], [1.516366, 1.07057, 1.000363, 1.005116, 1.443229, 1.012287, 1.008468, 1.007534], [1.524494, 1.076309, 1.005097, 1.006527, 1.446312, 1.013381, 0.9974312, 0.9978856], [1.524494, 1.076309, 1.005097, 1.006527, 1.446312, 1.013381, 0.9974312, 0.9978856], [1.524494, 1.076309, 1.005097, 1.006527, 1.446312, 1.013381, 0.9974312, 0.9978856], [1.514559, 1.069295, 0.9995741, 1.005116, 1.437065, 1.008459, 1.00249, 1.002021], [1.514559, 1.069295, 0.9995741, 1.005116, 1.437065, 1.008459, 1.00249, 1.002021], [1.495594, 1.054629, 0.9987852, 1.004411, 1.443229, 1.012287, 1.014446, 1.013506], [1.495594, 1.054629, 0.9987852, 1.004411, 1.443229, 1.012287, 1.014446, 1.013506], [1.495594, 1.054629, 0.9987852, 1.004411, 1.443229, 1.012287, 1.014446, 1.013506], [1.412505, 0.9934175, 0.990107, 0.9987678, 1.431671, 1.005177, 1.012607, 1.012128], [1.412505, 0.9934175, 0.990107, 0.9987678, 1.431671, 1.005177, 1.012607, 1.012128], [1.43689, 1.012546, 0.9956295, 1.000884, 1.438606, 1.009552, 1.019964, 1.019019], [1.43689, 1.012546, 0.9956295, 1.000884, 1.438606, 1.009552, 1.019964, 1.019019], [1.525397, 1.076946, 1.005886, 1.006527, 1.446312, 1.013927, 1.009847, 1.009831], [1.525397, 1.076946, 1.005886, 1.006527, 1.446312, 1.013927, 1.009847, 1.009831], [1.525397, 1.076946, 1.005886, 1.006527, 1.446312, 1.013927, 1.009847, 1.009831], [1.517269, 1.071208, 1.000363, 1.005116, 1.444, 1.013381, 1.008468, 1.007534], [1.517269, 1.071208, 1.000363, 1.005116, 1.444, 1.013381, 1.008468, 1.007534]]",b
